pid,lot_frontage,lot_area,lot_config,neighborhood,overall_qu,overall_cond,year_blt,exterior_1st,mas_vnr_type,exter_qu,foundation,bsmt_qu,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating_qu,2nd_flr_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_qu,fireplaces,fireplace_qu,garage_area,wood_deck_sf,mo_sold,year_sold,saleprice
905200260,88.0,15400,Inside,Sawyer,5,5,1961,HdBoard,NONE,1,CBlock,3,1,552.0,552.0,2,611,1774,2,0,4,2,1,3,384.0,290,7,2009,165000
905200350,88.0,15312,Inside,Sawyer,6,5,1960,Wd Sdng,BrkFace,1,CBlock,3,3,550.0,1138.0,4,0,1138,1,0,3,2,1,3,480.0,0,3,2009,148000
905225090,,15584,Inside,ClearCr,5,5,1956,Wd Sdng,BrkFace,1,CBlock,3,2,825.0,825.0,4,0,2071,1,1,4,2,1,3,336.0,131,10,2009,165000
905228050,,9000,Corner,Sawyer,2,2,1947,Wd Sdng,NONE,1,Slab,0,0,0.0,0.0,1,0,660,1,0,2,1,0,0,0.0,0,6,2009,63900
905229040,,11250,Inside,ClearCr,4,5,1957,Wd Sdng,NONE,1,CBlock,3,3,1104.0,1104.0,4,684,1788,1,0,5,2,2,3,304.0,120,11,2009,161500
905325020,65.0,25095,Inside,ClearCr,5,8,1968,Wd Sdng,NONE,1,CBlock,3,4,113.0,1437.0,4,0,1473,1,0,1,4,2,4,452.0,0,6,2009,143000
905377010,,17140,Inside,Edwards,4,6,1956,VinylSd,NONE,1,CBlock,3,1,75.0,1134.0,4,0,1229,1,0,3,2,0,0,284.0,0,4,2009,135000
905377130,,12342,Inside,Edwards,4,5,1940,VinylSd,NONE,1,CBlock,3,1,599.0,861.0,4,0,861,1,0,1,2,0,0,539.0,158,3,2009,82500
905401100,,10708,Inside,ClearCr,5,5,1955,Wd Sdng,NONE,2,CBlock,3,1,470.0,1617.0,4,0,1867,1,0,2,2,3,4,303.0,476,11,2009,190000
905402060,,13680,CulDSac,Edwards,3,5,1955,BrkFace,NONE,1,Slab,0,0,0.0,0.0,4,0,1733,2,0,4,2,1,4,452.0,0,6,2009,139600
905402070,,15635,CulDSac,Edwards,4,5,1954,VinylSd,NONE,1,CBlock,0,0,0.0,0.0,2,0,1383,1,0,2,2,0,0,498.0,0,10,2009,122000
905450020,73.0,9855,Corner,Edwards,6,5,1956,Wd Sdng,NONE,1,CBlock,3,1,1436.0,1436.0,1,0,1689,1,0,3,2,1,4,480.0,0,11,2009,127500
905451300,68.0,9571,Inside,Edwards,5,5,1956,MetalSd,NONE,1,CBlock,3,1,816.0,1073.0,2,0,1073,1,0,2,2,0,0,340.0,0,2,2009,121500
905451340,68.0,9571,Inside,Edwards,5,3,1958,BrkComm,NONE,1,CBlock,3,1,1276.0,1276.0,2,0,1276,1,0,3,2,0,0,350.0,0,6,2009,60000
905452040,50.0,9350,Inside,Edwards,6,7,1946,MetalSd,NONE,1,CBlock,3,1,405.0,747.0,4,747,1639,1,1,3,3,1,4,240.0,0,7,2009,154400
905452050,50.0,9340,Inside,Edwards,4,6,1941,MetalSd,NONE,1,CBlock,3,1,328.0,672.0,2,0,672,1,0,2,2,0,0,234.0,0,8,2009,113000
905475160,62.0,7440,Inside,Edwards,5,6,1954,Wd Sdng,NONE,1,CBlock,4,1,916.0,1089.0,2,0,1089,1,0,3,2,1,4,252.0,328,9,2009,125000
905475500,,11500,CulDSac,Edwards,4,3,1957,Wd Sdng,NONE,1,Slab,0,0,0.0,0.0,4,0,845,1,0,3,2,0,0,290.0,186,1,2009,84000
905476230,42.0,4235,Inside,Edwards,5,5,1984,HdBoard,BrkFace,2,CBlock,4,2,104.0,1049.0,2,0,1049,2,0,2,3,0,0,266.0,0,2,2009,139500
905478030,60.0,11409,Inside,Edwards,5,4,1949,Wd Sdng,NONE,1,CBlock,3,1,476.0,768.0,3,568,1716,1,1,3,2,1,4,281.0,0,1,2009,131000
905480030,60.0,9060,Inside,Edwards,6,5,1939,WdShing,NONE,1,BrkTil,3,2,356.0,560.0,2,560,1258,1,0,2,2,0,0,280.0,0,10,2009,105000
905480210,60.0,9084,Inside,Edwards,4,5,1940,MetalSd,NONE,1,CBlock,3,2,755.0,755.0,2,755,1510,1,0,4,2,1,4,296.0,120,10,2009,108000
906201021,74.0,10778,Inside,SawyerW,7,6,1990,HdBoard,NONE,2,PConc,4,1,308.0,1054.0,3,0,1061,1,1,1,3,0,0,462.0,114,7,2009,162000
906201050,66.0,19255,Inside,SawyerW,6,5,1983,Wd Sdng,BrkFace,2,CBlock,4,3,0.0,520.0,3,0,1338,1,1,2,3,1,1,576.0,0,9,2009,156500
906201130,79.0,12327,Inside,SawyerW,8,8,1983,Wd Sdng,NONE,2,CBlock,4,4,55.0,1496.0,4,636,2132,1,1,1,3,1,4,612.0,349,9,2009,316600
906203120,90.0,14684,CulDSac,SawyerW,7,7,1990,HdBoard,BrkFace,2,CBlock,4,2,1496.0,2158.0,3,0,2196,2,0,3,3,1,3,701.0,84,6,2009,271900
906223060,75.0,9317,Inside,SawyerW,7,5,1993,HdBoard,BrkFace,2,PConc,4,1,227.0,740.0,4,769,1775,2,1,3,3,1,3,425.0,234,7,2009,213000
906223080,85.0,10560,Corner,SawyerW,7,5,1993,VinylSd,NONE,2,PConc,4,1,605.0,1079.0,4,800,1879,2,1,3,3,1,3,473.0,400,8,2009,239900
906223210,80.0,9828,Inside,SawyerW,8,5,1995,VinylSd,NONE,2,PConc,4,1,544.0,1128.0,4,878,2020,2,1,3,3,1,3,466.0,0,6,2009,239500
906226060,120.0,26400,FR2,SawyerW,5,7,1880,HdBoard,NONE,2,PConc,0,0,0.0,0.0,4,728,2016,1,0,4,2,1,3,576.0,0,6,2009,131000
906226070,64.0,7018,Inside,SawyerW,5,5,1979,HdBoard,NONE,1,Slab,0,0,0.0,0.0,2,0,1535,2,0,4,2,0,0,410.0,0,6,2009,118964
906226080,64.0,7018,Inside,SawyerW,5,5,1979,Plywood,Stone,1,CBlock,4,3,0.0,1086.0,2,0,1224,0,2,2,2,2,3,528.0,120,6,2009,153337
906226090,64.0,7018,Inside,SawyerW,5,5,1979,HdBoard,NONE,1,Slab,0,0,0.0,0.0,2,1114,2228,2,0,6,2,0,0,720.0,73,6,2009,147983
906226100,64.0,7018,Inside,SawyerW,5,5,1979,HdBoard,NONE,1,Slab,0,0,0.0,0.0,2,0,1535,2,0,4,2,0,0,400.0,0,6,2009,118858
906226110,64.0,7018,Inside,SawyerW,5,5,1979,Plywood,NONE,1,Slab,0,0,0.0,0.0,2,0,1535,2,0,4,2,0,0,400.0,0,6,2009,118858
906226120,64.0,7018,Inside,SawyerW,5,5,1979,Plywood,NONE,1,Slab,0,0,0.0,0.0,2,1120,2240,2,0,6,2,0,0,528.0,154,6,2009,142953
906226130,64.0,7040,Inside,SawyerW,5,5,1979,Plywood,BrkFace,1,CBlock,4,3,0.0,1094.0,2,0,1229,0,2,2,3,2,3,672.0,120,6,2009,148325
906226140,64.0,7007,Inside,SawyerW,5,5,1979,HdBoard,NONE,1,Slab,0,0,0.0,0.0,2,0,1513,2,0,4,2,0,0,400.0,0,6,2009,113722
906230010,,11855,Inside,SawyerW,7,5,2000,VinylSd,BrkFace,1,PConc,5,1,348.0,1168.0,4,1619,2787,4,2,6,2,2,3,820.0,312,10,2009,269500
906230020,,7939,Inside,SawyerW,7,5,2000,VinylSd,BrkFace,1,PConc,5,1,348.0,1168.0,4,1619,2787,4,2,6,2,2,3,820.0,312,10,2009,269500
906230030,,7976,Inside,SawyerW,7,5,2000,VinylSd,BrkFace,1,PConc,5,1,348.0,1168.0,4,1619,2787,4,2,6,2,2,3,820.0,312,10,2009,269500
906340100,84.0,10933,Inside,CollgCr,9,5,2009,VinylSd,Stone,3,PConc,5,4,534.0,1555.0,4,0,1680,1,1,1,4,1,4,1138.0,185,7,2009,323262
906340110,79.0,10637,Inside,CollgCr,8,5,2007,VinylSd,Stone,2,PConc,5,4,417.0,1705.0,4,0,1718,2,0,3,3,1,4,826.0,208,9,2009,297000
906340120,61.0,10226,Inside,CollgCr,8,5,2008,VinylSd,Stone,2,PConc,5,4,1622.0,1622.0,4,0,1630,2,0,3,4,1,4,860.0,172,1,2009,295493
906340130,65.0,10816,Inside,CollgCr,9,5,2008,VinylSd,Stone,3,PConc,5,4,616.0,1720.0,4,0,1720,2,0,3,4,1,4,846.0,208,11,2009,332000
906378110,71.0,9178,Inside,CollgCr,8,5,2008,VinylSd,NONE,2,PConc,4,3,1468.0,1468.0,4,0,1468,2,0,3,3,1,4,904.0,192,6,2009,239900
906380050,68.0,10769,Inside,CollgCr,8,5,2007,VinylSd,NONE,2,PConc,4,3,846.0,866.0,4,902,1768,2,1,3,3,0,0,578.0,144,4,2009,212000
906380060,77.0,11422,Inside,CollgCr,8,5,2007,VinylSd,Stone,2,PConc,5,3,479.0,1838.0,4,0,1838,2,0,3,3,2,4,524.0,154,4,2009,272500
906380100,122.0,11923,Corner,CollgCr,9,5,2007,VinylSd,NONE,2,PConc,5,1,1800.0,1800.0,4,0,1800,2,0,2,4,0,0,702.0,288,5,2009,239000
906380130,68.0,8814,Inside,CollgCr,7,5,2006,VinylSd,Stone,2,PConc,4,1,270.0,1604.0,4,0,1604,2,1,3,3,1,4,660.0,123,3,2009,220000
906380210,64.0,6762,Inside,CollgCr,7,5,2007,VinylSd,NONE,2,PConc,4,3,380.0,1282.0,4,0,1290,2,0,2,3,1,4,662.0,168,5,2009,200000
906380220,95.0,10324,Corner,CollgCr,8,5,2008,VinylSd,BrkFace,2,PConc,4,3,382.0,1254.0,4,0,1254,2,0,2,3,0,0,810.0,168,3,2009,221800
906392070,64.0,7314,Inside,CollgCr,7,5,2007,VinylSd,Stone,2,PConc,4,3,508.0,1232.0,4,0,1232,2,0,2,3,0,0,632.0,132,2,2009,194500
906392110,78.0,11645,Inside,CollgCr,8,5,2005,VinylSd,Stone,2,PConc,5,4,1474.0,1498.0,4,0,1498,2,0,3,3,1,4,844.0,144,3,2009,237000
906392130,79.0,11646,Inside,CollgCr,6,5,2005,VinylSd,NONE,2,PConc,4,3,704.0,704.0,4,718,1422,2,1,3,3,1,4,440.0,36,7,2009,173000
906402060,,12800,Inside,SawyerW,7,5,1989,Wd Sdng,BrkFace,2,PConc,4,4,0.0,1518.0,3,0,1644,2,0,2,3,1,3,569.0,80,8,2009,275000
906426210,,16698,CulDSac,ClearCr,7,5,1992,VinylSd,NONE,2,PConc,4,3,649.0,1449.0,3,815,1759,2,1,3,3,1,3,525.0,150,6,2009,233500
906475070,,28698,CulDSac,ClearCr,5,5,1967,Plywood,NONE,1,PConc,3,4,0.0,1013.0,2,966,2126,2,1,3,2,0,0,538.0,486,6,2009,185000
907126010,82.0,12464,Corner,CollgCr,5,5,1996,VinylSd,NONE,1,PConc,4,1,308.0,1040.0,3,0,1040,1,0,3,3,0,0,576.0,168,11,2009,152000
907126050,65.0,9757,Inside,CollgCr,5,7,1994,VinylSd,NONE,1,PConc,3,1,235.0,990.0,4,0,990,1,0,3,2,0,0,440.0,66,10,2009,143000
907130100,65.0,15426,Inside,CollgCr,6,5,1997,VinylSd,NONE,1,PConc,4,1,107.0,928.0,4,836,1764,2,1,3,3,0,0,470.0,276,8,2009,231500
907131090,43.0,10667,CulDSac,CollgCr,7,6,1996,VinylSd,NONE,2,PConc,4,3,70.0,799.0,4,834,1661,2,1,3,3,1,3,550.0,158,4,2009,212000
907131190,65.0,14753,Inside,CollgCr,7,5,1998,VinylSd,NONE,1,PConc,4,2,513.0,1463.0,4,0,1463,2,0,3,2,0,0,539.0,0,12,2009,207000
907135040,112.0,10859,Corner,CollgCr,5,5,1994,VinylSd,NONE,1,PConc,4,1,1097.0,1097.0,4,0,1097,1,1,3,2,0,0,672.0,392,6,2009,145000
907135170,60.0,8072,Inside,CollgCr,5,5,1994,VinylSd,NONE,1,PConc,4,1,244.0,990.0,4,0,990,1,0,3,2,0,0,480.0,0,5,2009,138000
907175100,80.0,10400,Corner,CollgCr,7,5,1998,VinylSd,NONE,1,PConc,4,3,866.0,866.0,4,913,1779,2,1,3,3,0,0,546.0,198,3,2009,197900
907180130,78.0,10335,Inside,CollgCr,7,5,1999,VinylSd,BrkFace,2,PConc,4,4,811.0,1490.0,4,0,1501,2,0,3,3,0,0,577.0,144,6,2009,204000
907181100,68.0,9017,Inside,CollgCr,7,5,1999,VinylSd,NONE,2,PConc,4,3,871.0,1431.0,4,0,1431,2,0,3,3,0,0,666.0,0,9,2009,192000
907185050,70.0,8750,Inside,CollgCr,6,5,1998,VinylSd,BrkFace,1,PConc,4,1,322.0,928.0,4,844,1772,2,1,3,2,1,3,492.0,150,4,2009,200000
907192030,68.0,8935,Inside,CollgCr,7,5,2002,VinylSd,BrkFace,2,PConc,4,1,831.0,831.0,4,829,1660,2,1,3,3,0,0,493.0,144,7,2009,195000
907192090,67.0,9808,Inside,CollgCr,7,5,2002,VinylSd,BrkFace,2,PConc,4,1,785.0,1573.0,4,0,1573,2,0,3,3,0,0,544.0,0,3,2009,227000
907194010,79.0,12420,Inside,CollgCr,7,5,2001,VinylSd,NONE,2,PConc,4,1,278.0,944.0,4,896,1840,2,1,3,3,0,0,622.0,0,6,2009,230000
907194110,67.0,16285,Inside,CollgCr,7,5,2001,VinylSd,NONE,2,PConc,4,1,1413.0,1413.0,4,0,1430,2,0,3,3,0,0,605.0,0,6,2009,187100
907194160,65.0,10739,Inside,CollgCr,7,5,2002,VinylSd,BrkFace,2,PConc,4,1,172.0,1431.0,4,0,1444,2,0,3,3,0,0,577.0,144,4,2009,203000
907196060,75.0,11166,Inside,CollgCr,7,5,2001,VinylSd,BrkFace,2,PConc,4,2,1468.0,1492.0,4,0,1492,2,0,3,3,1,3,608.0,0,7,2009,201000
907200230,60.0,8430,Inside,CollgCr,5,5,1978,HdBoard,BrkFace,1,CBlock,4,1,424.0,1040.0,2,0,1040,2,0,3,2,0,0,0.0,0,8,2009,124000
907201220,,16269,CulDSac,CollgCr,5,5,1978,MetalSd,BrkFace,1,BrkTil,4,3,282.0,907.0,2,0,907,1,0,3,2,0,0,343.0,72,7,2009,140000
907201280,76.0,6950,Inside,CollgCr,5,7,1979,HdBoard,BrkFace,1,CBlock,3,1,132.0,914.0,2,0,914,1,0,2,2,0,0,444.0,0,10,2009,134900
907202050,61.0,8800,Inside,CollgCr,5,7,1977,HdBoard,NONE,1,CBlock,4,2,364.0,1040.0,2,0,1040,2,0,3,3,0,0,484.0,0,9,2009,150500
907202080,,7000,CulDSac,CollgCr,5,8,1978,VinylSd,BrkFace,2,CBlock,3,1,218.0,864.0,4,0,864,1,0,3,2,0,0,336.0,0,7,2009,136500
907202130,,9286,CulDSac,CollgCr,5,7,1977,HdBoard,NONE,1,CBlock,4,3,1072.0,1268.0,2,0,1268,1,1,3,3,0,0,252.0,173,10,2009,143500
907227030,36.0,15523,CulDSac,CollgCr,5,6,1972,HdBoard,NONE,1,CBlock,3,3,404.0,864.0,4,0,864,1,0,3,2,1,2,338.0,0,8,2009,133500
907227080,60.0,7200,Inside,CollgCr,5,5,1972,MetalSd,NONE,1,CBlock,3,3,117.0,894.0,2,0,894,1,0,2,2,0,0,600.0,215,9,2009,123000
907227110,60.0,7200,Inside,CollgCr,5,8,1972,WdShing,NONE,1,CBlock,4,3,108.0,768.0,3,0,768,1,0,2,2,0,0,396.0,192,4,2009,133900
907227290,70.0,8445,Corner,CollgCr,5,7,1972,HdBoard,NONE,1,CBlock,4,3,112.0,768.0,2,0,768,1,0,2,2,0,0,396.0,58,3,2009,133000
907250070,90.0,11664,Corner,CollgCr,7,5,2002,VinylSd,NONE,2,PConc,4,3,335.0,1569.0,4,0,1611,2,0,3,3,0,0,1231.0,262,9,2009,250000
907252060,,12334,Inside,CollgCr,8,5,2003,VinylSd,BrkFace,2,PConc,4,3,1068.0,1068.0,4,1116,2184,2,1,4,3,1,4,570.0,192,6,2009,254750
907252210,,11838,Inside,CollgCr,8,5,2001,VinylSd,NONE,2,PConc,4,3,1753.0,1753.0,4,0,1788,2,0,3,4,1,3,522.0,202,6,2009,236500
907252220,,11885,Inside,CollgCr,8,5,2001,VinylSd,BrkFace,2,PConc,4,3,309.0,1299.0,4,573,1872,2,1,3,4,1,3,531.0,160,11,2009,261500
907253130,,11050,Inside,CollgCr,9,5,2000,VinylSd,BrkFace,2,PConc,5,2,536.0,1440.0,4,677,2153,2,1,3,4,2,5,736.0,253,5,2009,313000
907260030,70.0,8749,Inside,CollgCr,7,5,2002,VinylSd,NONE,2,PConc,4,1,840.0,840.0,4,885,1725,2,1,3,3,0,0,550.0,0,11,2009,198500
907265010,,11250,Corner,CollgCr,7,5,2001,VinylSd,NONE,2,PConc,4,1,944.0,944.0,4,926,1870,2,1,3,3,0,0,608.0,256,5,2009,211000
907275010,90.0,15750,FR3,CollgCr,8,5,1999,VinylSd,BrkFace,2,PConc,4,4,216.0,1462.0,4,0,1513,2,0,2,3,1,3,521.0,135,6,2009,220000
907275090,73.0,11883,Inside,CollgCr,7,5,1996,VinylSd,BrkFace,2,PConc,4,4,814.0,1504.0,4,0,1504,2,0,3,3,1,3,478.0,115,6,2009,203000
907275140,,12782,Inside,CollgCr,8,5,2002,HdBoard,BrkFace,2,PConc,5,4,462.0,1822.0,4,0,1828,2,0,3,3,1,4,523.0,194,6,2009,279500
907280170,70.0,8750,Inside,CollgCr,7,5,1997,VinylSd,BrkFace,2,PConc,4,3,306.0,1417.0,4,0,1417,2,0,3,3,1,3,511.0,60,8,2009,210000
907285020,,9375,Inside,CollgCr,7,5,1997,VinylSd,BrkFace,1,PConc,4,1,318.0,1057.0,4,977,2034,2,1,3,3,0,0,645.0,576,2,2009,219500
907285050,70.0,8750,Inside,CollgCr,7,5,1996,VinylSd,NONE,2,PConc,4,1,880.0,880.0,4,807,1716,2,1,2,3,1,3,512.0,0,7,2009,191000
907290070,70.0,9100,Inside,CollgCr,7,5,2001,VinylSd,NONE,2,PConc,4,1,1212.0,1212.0,4,0,1212,2,0,3,3,0,0,573.0,356,6,2009,178000
907290090,75.0,9750,Inside,CollgCr,7,5,2000,VinylSd,BrkFace,2,PConc,4,1,1630.0,1630.0,4,0,1630,2,0,3,3,1,3,451.0,74,10,2009,213000
907290180,,4435,Inside,CollgCr,6,5,2003,VinylSd,BrkFace,2,PConc,4,3,163.0,848.0,4,0,848,1,0,1,3,0,0,420.0,140,6,2009,144000
907290210,,4435,Inside,CollgCr,6,5,2003,VinylSd,BrkFace,2,PConc,4,3,163.0,848.0,4,0,848,1,0,1,3,0,0,420.0,140,5,2009,140000
907410130,85.0,10200,Inside,CollgCr,8,5,2007,VinylSd,BrkFace,2,PConc,4,3,100.0,1578.0,4,0,1602,2,0,3,3,1,4,810.0,0,1,2009,293200
907412020,65.0,9313,Inside,CollgCr,7,5,2004,VinylSd,NONE,2,PConc,4,1,864.0,864.0,4,864,1728,2,1,3,3,0,0,572.0,187,4,2009,190000
907414020,63.0,8487,FR2,CollgCr,7,5,2004,VinylSd,BrkFace,2,PConc,4,3,1480.0,1500.0,4,0,1500,2,0,3,3,0,0,570.0,192,8,2009,190000
907414080,64.0,8633,FR2,CollgCr,6,5,2005,VinylSd,NONE,2,PConc,4,1,545.0,738.0,4,738,1476,2,1,3,3,0,0,540.0,100,2,2009,173500
907420040,85.0,11069,Corner,CollgCr,6,5,2007,VinylSd,NONE,2,PConc,4,1,608.0,608.0,4,788,1396,2,1,3,3,1,4,440.0,100,7,2009,170000
908102050,67.0,8777,Inside,Edwards,4,5,1949,VinylSd,NONE,1,CBlock,0,0,0.0,0.0,4,0,1126,2,0,2,3,0,0,520.0,0,5,2009,108000
908102270,75.0,9937,Corner,Edwards,5,7,1964,MetalSd,NONE,1,PConc,3,1,849.0,1486.0,4,0,1486,1,0,3,2,0,0,480.0,0,3,2009,167000
908102290,67.0,8877,Inside,Edwards,4,6,1938,MetalSd,NONE,1,CBlock,3,2,126.0,816.0,4,0,816,1,0,2,2,1,4,288.0,0,5,2009,100000
908128060,64.0,7301,Corner,Edwards,7,5,2003,HdBoard,BrkFace,2,Slab,0,0,0.0,0.0,4,1427,1922,3,0,4,3,1,5,672.0,0,7,2009,198500
908151050,75.0,7950,Corner,Edwards,6,6,1977,HdBoard,BrkFace,1,CBlock,3,1,155.0,690.0,2,728,1426,1,1,3,2,0,0,440.0,252,7,2009,159500
908152035,80.0,10682,Inside,Edwards,4,6,1960,HdBoard,NONE,1,CBlock,3,1,615.0,1014.0,2,0,1149,1,0,3,2,0,0,544.0,0,7,2009,127000
908152100,72.0,7200,Inside,Edwards,6,6,1976,MetalSd,BrkFace,1,CBlock,3,3,410.0,1041.0,4,0,1125,1,0,3,2,1,2,352.0,296,10,2009,125000
908154040,86.0,13286,Inside,Edwards,9,5,2007,CemntBd,Stone,3,PConc,5,1,464.0,1698.0,4,0,1698,2,0,3,4,1,4,768.0,327,2,2009,320000
908186080,35.0,3675,Inside,Edwards,6,5,2005,VinylSd,BrkFace,1,Wood,4,4,0.0,547.0,3,0,1072,1,0,2,2,0,0,525.0,0,4,2009,145500
908201040,50.0,9405,Inside,Edwards,5,9,1947,VinylSd,NONE,1,CBlock,3,1,698.0,698.0,4,0,698,1,0,2,2,0,0,0.0,0,6,2009,118000
908203090,64.0,6410,Inside,Edwards,4,5,1959,AsbShng,NONE,1,CBlock,3,1,301.0,876.0,2,0,876,1,0,3,2,0,0,320.0,0,3,2009,85000
908225290,70.0,11767,Inside,Edwards,5,5,1950,MetalSd,NONE,1,CBlock,2,2,0.0,1078.0,2,0,1368,1,0,3,2,0,0,195.0,0,6,2009,120000
908225370,50.0,8405,Inside,Edwards,4,3,1945,WdShing,NONE,1,Slab,0,0,0.0,0.0,2,441,1529,2,0,4,2,0,0,240.0,92,4,2009,98000
908229020,56.0,4060,Corner,Edwards,5,8,1922,Wd Sdng,NONE,1,PConc,2,1,864.0,864.0,4,0,864,1,0,2,2,0,0,0.0,0,7,2009,99900
908250030,74.0,10206,Corner,Edwards,3,3,1952,BrkComm,NONE,1,Slab,0,0,0.0,0.0,1,0,944,1,0,2,1,0,0,528.0,0,7,2009,82000
908275040,65.0,10926,Inside,Edwards,5,5,1959,VinylSd,BrkFace,1,CBlock,3,1,1678.0,1678.0,2,0,1678,2,0,6,2,0,0,0.0,0,8,2009,119900
908275110,70.0,11767,Inside,Edwards,5,5,1956,HdBoard,BrkFace,1,CBlock,3,1,604.0,1150.0,4,0,1560,1,0,2,2,1,3,313.0,0,5,2009,103500
908276150,,8926,Corner,Edwards,4,3,1956,AsbShng,NONE,1,CBlock,3,1,672.0,672.0,4,0,960,1,0,3,2,0,0,288.0,64,10,2009,112000
909101010,67.0,12354,Corner,Edwards,6,8,1920,Wd Sdng,NONE,1,BrkTil,3,2,684.0,684.0,3,512,1196,1,0,3,3,0,0,528.0,0,8,2009,110000
909101100,45.0,8212,Inside,Edwards,5,6,1941,Wd Sdng,NONE,1,CBlock,3,1,94.0,720.0,4,444,1298,1,0,3,2,2,4,256.0,84,9,2009,122000
909101140,60.0,10998,Inside,Edwards,5,5,1941,Wd Sdng,NONE,1,CBlock,3,1,156.0,984.0,4,620,1604,2,0,3,2,0,0,660.0,0,7,2009,117000
909129090,70.0,6300,Corner,SWISU,5,4,1938,MetalSd,BrkFace,1,PConc,3,1,0.0,832.0,2,436,1268,1,1,3,2,2,4,250.0,0,7,2009,160000
909129100,55.0,4500,Inside,SWISU,5,5,1932,VinylSd,NONE,1,BrkTil,3,1,611.0,793.0,4,672,1520,1,0,3,2,0,0,281.0,0,7,2009,159434
909175080,60.0,8400,Inside,SWISU,2,5,1920,Wd Sdng,NONE,1,CBlock,3,1,0.0,290.0,2,0,438,1,0,1,1,0,0,246.0,0,1,2009,60000
909178160,60.0,9900,Inside,SWISU,6,7,1940,VinylSd,NONE,1,BrkTil,3,1,778.0,778.0,2,545,1489,2,0,3,2,1,4,240.0,335,7,2009,139500
909179020,102.0,15863,Corner,SWISU,7,3,1920,Wd Sdng,NONE,1,BrkTil,3,1,301.0,824.0,4,998,3082,2,1,5,2,2,3,672.0,136,8,2009,197000
909250080,43.0,5707,Inside,SWISU,6,6,1935,Wd Sdng,NONE,1,BrkTil,3,1,583.0,583.0,3,595,1242,1,1,3,2,1,4,180.0,329,3,2009,105000
909250220,65.0,7804,Inside,SWISU,4,3,1928,WdShing,NONE,1,BrkTil,3,1,500.0,1122.0,2,653,1981,2,0,4,3,2,3,576.0,431,12,2009,135000
909251050,64.0,8574,Inside,Crawfor,6,8,1916,Stucco,NONE,2,BrkTil,3,1,816.0,816.0,4,0,1232,1,0,3,3,1,4,440.0,0,10,2009,147500
909251170,51.0,6171,Inside,SWISU,6,6,1925,WdShing,NONE,1,BrkTil,3,1,712.0,976.0,4,448,1608,2,1,3,3,1,4,216.0,147,10,2009,137450
909252020,60.0,7200,Inside,SWISU,7,9,1936,Wd Sdng,NONE,2,PConc,4,1,0.0,560.0,4,560,1135,1,0,3,3,0,0,576.0,256,4,2009,155000
909253010,57.0,7558,Inside,Crawfor,6,6,1928,BrkFace,NONE,1,BrkTil,3,1,896.0,896.0,3,741,1913,1,1,3,2,1,3,342.0,0,3,2009,177000
909253180,52.0,6292,Inside,SWISU,7,7,1928,Wd Sdng,NONE,1,BrkTil,3,1,861.0,861.0,3,600,1477,2,0,3,2,1,4,216.0,0,8,2009,145000
909254010,53.0,7155,Inside,Crawfor,7,8,1918,Wd Sdng,NONE,1,BrkTil,3,2,600.0,600.0,4,600,1228,1,0,3,2,1,4,215.0,0,5,2009,137000
909257050,53.0,10918,Inside,Crawfor,7,9,1926,MetalSd,NONE,2,BrkTil,4,1,1276.0,1276.0,4,804,2080,1,1,3,3,2,4,282.0,0,6,2009,234000
909275080,60.0,13680,Inside,Crawfor,5,6,1940,Wd Sdng,NONE,1,CBlock,3,1,112.0,840.0,4,727,1567,1,1,2,2,2,3,440.0,0,2,2009,205000
909276110,,7500,Inside,Crawfor,6,7,1942,Wd Sdng,NONE,1,CBlock,3,1,224.0,771.0,1,741,1494,1,0,3,3,2,4,213.0,0,11,2009,177500
909276200,130.0,9600,Inside,Crawfor,5,7,1940,MetalSd,NONE,2,BrkTil,3,1,300.0,728.0,4,332,1308,1,1,2,2,2,3,256.0,0,6,2009,160000
909277090,80.0,14680,Inside,Crawfor,5,4,1960,MetalSd,NONE,1,CBlock,3,1,480.0,1273.0,4,0,1273,1,0,2,2,0,0,307.0,483,6,2009,155000
909277100,80.0,13360,Inside,Crawfor,5,7,1921,Wd Sdng,NONE,1,BrkTil,4,1,163.0,876.0,4,0,964,1,0,2,2,0,0,432.0,0,8,2009,163500
909278020,54.0,7681,FR2,Crawfor,5,6,1921,Wd Sdng,NONE,1,BrkTil,3,1,731.0,731.0,4,523,1343,1,1,3,2,1,4,186.0,192,7,2009,154900
909279010,,8145,Corner,Crawfor,7,6,1940,Wd Sdng,NONE,1,BrkTil,3,1,674.0,920.0,4,1240,2480,2,1,5,2,2,4,400.0,0,7,2009,205000
909282130,70.0,9100,Inside,Crawfor,5,6,1954,BrkFace,NONE,1,BrkTil,3,2,264.0,1112.0,4,0,1112,1,0,2,2,1,4,390.0,0,10,2009,144800
909425060,75.0,12000,Inside,Crawfor,7,7,1941,MetalSd,NONE,1,CBlock,3,1,429.0,704.0,4,704,1564,1,1,3,1,1,4,234.0,0,7,2009,174500
909425130,90.0,13339,Inside,Crawfor,6,6,1960,HdBoard,Stone,1,CBlock,3,1,621.0,1561.0,2,0,1561,2,0,3,2,1,4,463.0,0,5,2009,193000
